#,Väljaanne,Kaebuse sisu,Lahendi kuupäev,Lahendi liik,Otsuse sisu,Koodeks,Väljaande nimi
 206 , Postimees 02.04.08 Koolivägivald sunnib peret kodu vahetama ," Kaebaja leiab, et artiklis on kontrollimata fakte ning selle tulemusena kahjustab artikkel kooli, töötajate, õpilaste ja lapsevanemate mainet ning tekitab põhjendamata kannatusi. ",11.06.08,õigeksmõistev,"ÕIGEKSMÕISTEV: Pressinõukogu hinnangul on artiklis saanud sõna kõik osapooled ning nende väidetes ei olnud lehel põhjust kahelda. Konflikti ei eita oma kaebuses ka Jüri Gümnaasiumi direktor. Pressinõukogu leiab, et kooli külastamine ei olnud artikli seisukohast vajalik, sest kool ei pakkunud osapooltega kohtumist. ",[],Postimees
 205 , Postimees 28.04.08 Pressinõukogu: rahvusringhääling rikkus head ajakirjandustava ," Kaebaja peab artiklit ebaeetiliseks ja ajakirjanduseetika koodeksiga vastuolus olevaks, sest artikkel käsitleb teda kurjategijana, ehkki Rein Veidemanni solvamises pole teda kohtus süüdi mõistetud. ",11.06.08,õigeksmõistev,"ÕIGEKSMÕISTEV: Pressinõukogu arvates ei käsitlenud Postimees kaebajat kurjategijana, vaid refereeris Pressinõukogu otsust. Ka Pressinõukogu otsuses ei käsitletud Kivisildnikku kurjategijana. Lisaks andis Postimees kaebajale võimaluse vastulauseks ning avaldas selle 9. mail kohe, kui Sven Sildnik vastulause toimetusele esitas. ",[],Postimees
 204 , Õpetajate Leht 29.02.08 Müra ei ole informatsioon ," Kaebaja leiab, et artikkel tekitab talle põhjendamata kannatusi. Lisaks ei ole kaebaja arvates kuulatud ära kõiki osapooli ning antud talle võimalust kommentaariks. Samuti leiab kaebaja, et kirjutis sisaldab ebaõiget infot ja rikub tema eraelu puutumatust. ",11.06.08,õigeksmõistev,"ÕIGEKSMÕISTEV: Pressinõukogu hinnangul on igal inimesel, sealhulgas ka ajakirjanikel, õigus avaldada arvamust ning esitada arvamusloos küsimusi. Lisaks on antud kommentaari puhul tegu autori hinnanguga mitme erineva inimese, teiste seas Kivisildniku, meedias avaldatud arvamusele. ",[],Õpetajate Leht
 200 , Äripäev 10.04.08 Sõnajalad pääsesid 94 miljoni nõudest ," Kaebajad ei ole rahul, et artiklis on nende kohta kasutatud sõna ""kurjategijad"", samuti on toimetus jätnud kontrollimata info tõesuse, andnud avalikkusele eksitavat infot ning jätnud avaldamata vastulause. ",21.05.08,tauniv,"TAUNIV: Äripäev rikkus eetikakoodeksi punkti 4.4., mille järgi ei või ajakirjandus inimest käsitleda kurjategijana enne sellekohast kohtuotsust. Pressinõukogu hinnangul ei ole sõna „kuritegu“ kasutamine artiklis põhjendatud. Samuti rikkus Äripäev punkti 5.2., mille kohaselt tuleb vastulause avaldada viivitusteta ja märgataval kujul ilma toimetusepoolsete hinnanguliste kommentaarideta. Pressinõukogu hinnangul on Äripäev kui päevaleht vastulause avaldamisega põhjendamatult kaua venitanud. ","['4.4', '5.2']",Äripäev
 199 , Postimees 08.04.08 Vanglajuht Arvi Laide lasi vangidel oma Läänemaa kodu sisustada; lehe kommentaar Valel on lühikesed jalad ," Kaebaja hinnangul sisaldab artikkel valefakte, kontrollimata ja kallutatud infot ning kahjustab tema kui vanglajuhi mainet ja usaldusväärsust. ",21.05.08,tauniv,"TAUNIV: Pressinõukogu otsustas, et Postimees on artikliga rikkunud ajakirjanduseetika koodeksi punkte 3.5., 4.1., 4.2., 5.1. Toimetuse kommentaari „Valel on lühikesed jalad“ osas otsustas Pressinõukogu, et sellega on rikutud eetikakoodeksi punkti 4.4. Pressinõukogu peab kohatuks, et Postimees on andnud oma kommentaaris hinnangu selle kohta, et Arvi Laidel oli julgust Pressinõukogu poole pöörduda. ","['3.5', '4.1', '4.2', '5.1', '4.4']",Postimees
 193 , Pärnu Postimees 06.03.08 Petised müüsid inimeste teadmata nende kinnistuid ," Kaebaja hinnangul on pealkirjaga rikutud süütuse presumptsiooni põhimõtet ja käsitletud teda kurjategijana. Samuti on artikliga loodud kaebajast ettekujutus kui majatehingutega tegelenud grupi liikmest. Samuti ei ole kaebaja rahul, et talle sõna ei antud. ",23.04.08,tauniv,"TAUNIV: Pressinõukogu ei pea põhjendatuks sõna „petis“ kasutamist pealkirjas, sest sellega on etteruttavalt kohtuistungi esimese päeva lõppedes süüdistatavale juba hinnang antud. Kaebaja protesti pildistamise vastu ei pea Pressinõukogu põhjendatuks. ",[],Pärnu Postimees
 192 , Postimees 14.03.08 Vägistajatest vennad varastasid Ämari vanglast elektriauto ," Kaebaja leiab, et artiklis on kasutatud ebaobjektiivset allikat ning artikkel jätab kaebajast mulje, nagu oleks ta soodustanud vanglas erinevaid rikkumisi. ",23.04.08,õigeksmõistev,"ÕIGEKSMÕISTEV: Pressinõukogu hinnangul on toimetusel õigus valida ise allikaid, kõnealuses artiklis esines allikas oma nime all ning leht andis võimaluse allika väidete kommenteerimiseks ja ümberlükkamiseks nii justiitsministeeriumile kui ka Arvi Laidele, kes seda võimalust ka kasutasid. ",[],Postimees
 191 , Eesti Päevaleht 25.02.08 Partsi plaan: ajada valitsus lõhki ," Kaebaja ei ole rahul, et kirjutises on viidatud vaid anonüümsetele allikatele ning ei ole antud sõna neile, kelle kohta esitati tõsiseid süüdistusi. Kaebaja hinnangul kahjustab artikkel IRLi mainet ja levitas tegelikkusele mittevastavat infot. ",02.04.08,õigeksmõistev,"ÕIGEKSMÕISTEV: Vaidlusalune artikkel on märgistatud sõnaga „analüüs“ ning sellega on kirjutis eristatud teistest uudisteküljel avaldatud materjalidest. Analüüsi puhul on tegu autori hinnanguga ning see ei eelda, et iga väide on konkreetse allikaga varustatud ja faktiga uuesti tõestatud, sest analüüsis nimetatud konfliktide kohta on varem ilmunud uudistes avaldatud kinnitusi nimelistelt allikatelt. Vastavate uudiste loetelu on leht ka esitanud. ",[],Eesti Päevaleht
 189 , Eesti Ekspress 21.02.08 Eesti Vabariigi ajaloo 90 kõige kultuurivaenulikumat tegu ," Kaebaja hinnangul on tegu avaliku laimuga, sest ei ole esitatud põhjendust, miks on ta nimi seotud inimsusevastaste kuritegudega. Kaebaja leiab, et tegu on põhjendamata kannatusi tekitava, pahatahtliku, moonutava ja eksitava infoga. Samuti pole kaebajale antud kommentaari võimalust. ",02.04.08,õigeksmõistev,ÕIGEKSMÕISTEV: Ajakirjanduseetika koodeksist lähtuvalt ei ole antud loo puhul tegu konfliktse materjaliga ning selle þanr välistab osapoolte kommetaarid ja vastulause. Pressinõukogu meelest on avaldatu puhul tegemist satiirilises võtmes esitatud hinnangute kogumiga või edetabeliga ning maitseküsimusega. ,[],Eesti Ekspress
 188 , Eesti Ekspress 21.02.08 Eesti Vabariigi ajaloo 90 kõige kultuurivaenulikumat tegu ," Kaebaja hinnangul pole esitatud vähimatki põhjendust, miks tema nimi on antud nimekirjas ning talle pole antud võimalust enda kaitsmiseks. Samuti on tegu ebatäpse ja eksitava infoga, sest inimene ei saa olla ei tegu ega ka sigadus. ",02.04.08,õigeksmõistev,ÕIGEKSMÕISTEV: Ajakirjanduseetika koodeksist lähtuvalt ei ole antud loo puhul tegu konfliktse materjaliga ning selle þanr välistab osapoolte kommetaarid ja vastulause. Pressinõukogu meelest on avaldatu puhul tegemist satiirilises võtmes esitatud hinnangute kogumiga või edetabeliga ning maitseküsimusega. ,[],Eesti Ekspress
 187 , Eesti Ekspress online 21.01.08 TOP 10 - Kõige veidramad poliitikud , Kaebaja hinnangul ei olnud Eesti Ekspressi metoodika tema tuntuse kindlakstegemiseks adekvaatne ja seetõttu pole tema nimele lisatud iseloomustus põhjendatud. Kaebaja palub endaga seotud punkti eemaldamist online´ist. ,20.02.08,õigeksmõistev,"ÕIGEKSMÕISTEV: Eesti Ekspress online ei ole eksinud ajakirjanduseetika koodeksi vastu, kuna tegemist on huumorivõtmes esitatud tabeliga, mille puhul ei saa eeldada faktilise alusmaterjali olemasolu. Pressinõukogu ei saa kohustada Eesti Ekspress online´i kõrvaldama TOP 10-st Erik Salumäe nime ning kõiki temaga seonduvaid kommentaare. Meelelahutuslikku tabelisse sattunud poliitik peab arvestama, et avalikkuse tähelepanu on tema suhtes suurem vastavalt ajakirjanduseetika koodeksi punktile 1.6. ",['1.6'],Eesti Ekspress
 186 , Järva Teataja online 23.01.08 Eesti Ekspress peab Jaan Kundlat kõige veidramaks poliitikuks , Kaebaja hinnangul on tabel koostatud ebaõigetele andmetele ja võrdlustele tuginedes ning seetõttu palub kaebaja oma nime sellest eemaldada. ,20.02.08,õigeksmõistev,"ÕIGEKSMÕISTEV: Järva Teataja online ei ole rikkunud head ajakirjandustava. Pressinõukogu leiab, et teise lehe koostatud edetabeli taasavaldamine ei andnud Järva Teatajale võimalust selles omapoolsete muudatuste tegemiseks. Pressinõukogu ei saa kohustada Järva Teataja online´i kõrvaldama TOP 10-st Erik Salumäe nime ning kõiki temaga seonduvaid kommentaare. ",[],Järva Teataja
 185 , Eesti Ekspress 17.01.08 Totaalselt tundmatu , Kaebaja hinnangul sisaldab artikkel ebaõigeid fakte ja andmete võrdlemisel on kasutatud ebaõiget metoodikat. ,20.02.08,tauniv,"TAUNIV: Eesti Ekspress rikkus ajakirjanduseetika koodeksi punkti 5.3., sest jättis vea ilmnemise järel kasutamata võimaluse avaldada Riigikogu kantselei saadetud parandus. Pressinõukogu ei saa kohustada Eesti Ekspressi kõrvaldama lehe veebiväljaandest kõnealust artiklit ja viiteid sellele. Pressinõukogu soovitab lehe veebiküljel siduda Pressinõukogu otsus ilmunud looga. ",['5.3'],Eesti Ekspress
 184 , Postimees 03.01.08 Marica Lillemetsa preemia kääritab ajakirjanike liitu ," Kaebajad paluvad hinnangut, miks Postimees üksnes kõmule toetudes ründab Eesti Ajakirjanike Liitu. ",31.01.08,tauniv,"TAUNIV: Postimees rikkus head ajakirjandustava, sest ei avaldanud Ajakirjanike Liidu juhatuse vastulauset, kus selgitati preemia maksmise tagamaid. Pressinõukogu ülesanne on hinnata laekunud kaebusi, lähtuvalt ajakirjanduseetika koodeksist ja heast ajakirjandustavast. Pressinõukogu pädevuses ei ole anda hinnangut Eesti Ajakirjanike Liidu ja Eesti Ajalehtede Liidu suhetele, nagu kaebaja soovis. ",[],Postimees
 183 , Äripäev 07.12.07 Ahlbergi korteriafäär sai viimase pitseri , Kaebaja hinnangul sisaldab artikkel tema kohta eksitavat infot. ,31.01.08,õigeksmõistev,ÕIGEKSMÕISTEV: Äripäev ei ole rikkunud ajakirjanduseetika koodeksit. Pressinõukogu hinnangul ei ole artiklis Aleks Lepajõe kohta esitatud eksitavat infot. ,[],Äripäev
 182 , Äripäev 15.11.07 Tartu arvevabrikandid saavad riburada karistusi ," Kaebajad leiavad, et nende kohta on artiklis esitatud eksitavat infot ning neid on enne kohtuotsust käsitletud kurjategijatena. Samuti ei ole kaebajad rahul, et neile ei antud võimalust kommentaariks. ",31.01.08,tauniv,"TAUNIV: Äripäev rikkus eetikakoodeksi punkti 1.4, mis kohustab väljaannet andma hoolt selle eest, et ei ilmuks ebatäpne info. Artiklist tulenevalt võivad lugejad teha järelduse, et tabelis arvevabrikantide klientidena märgitud firmad on maksupetturid. Pressinõukogu hinnangul puudus toimetusel alus väitmaks, et kõik tabelis avaldatud firmad olid seadust rikkunud. ",['1.4'],Äripäev
 181 , Äripäev online 06.11.07 Müra tapab meid vaikselt ," Kaebaja ei ole rahul, et artikkel on avaldatud talle viitamata ning et ajakirjanik on tema mõtted oma nime all muutmata kujul esitanud. ",29.11.07,tauniv,"TAUNIV: Äripäev online´is avaldatu on hinnatav plagiaadina, sest Äripäev online toimetuse nime all avaldati Tõnis Kõivu autoritekst. Samuti eksis Äripäev online Eesti Ajalehtede Liidu nõukogu poolt kinnitatud artiklite refereerimise hea tava vastu. Refereerimise hea tava järgi tuleb ajakirjanduslike materjalide reprodutseerimisel lähtuda autoriõiguse seadusest. ",[],Äripäev
 180 ," Eesti Ekspress 25.10.07 Preatoni: ""Mu tulevik on roosa!"" "," Kaebaja hinnangul sisldab artikkel tema kohta tõsiseid, laimavaid ja tõendamata süüdistusi, kusjuures enda kaitseks talle sõna ei antud. ",29.11.07,õigeksmõistev,"ÕIGEKSMÕISTEV: Eesti Ekspress ei ole eksinud ajakirjanduseetika koodeksi vastu. Pressinõukogu hinnangul ei ole kaebaja kohta esitatud tõsiseid süüdistusi, mis eeldanuks tema kommentaari. ",[],Eesti Ekspress
 179 , SL Õhtuleht 17.09.07 Filmitegijate jooming lõppes koera surmaga ," Kaebaja hinnangul on artikli juures olevat foto kasutatud originaalist erinevas kontekstis ning seetõttu eksitab see lugejaid. Samuti pole kaebaja rahul, et fotoallikirjas ei selgitata, et tema pole intsidendiga seotud. ",29.11.07,tauniv,"TAUNIV: Leht rikkus eetikakoodeksi punkti 4.11, mis näeb ette, et fotod ja fotode allkirjad ei või auditooriumi eksitada. Pressinõukogu hinnangul asetab vaidlusalune foto Rain Tolgi halba valgusesse ning jätab mulje, nagu võinuks kaebaja juhtunus osaline olla. Pressinõukogu hinnangul on leht kasutanud fotot lohakalt. ",['4.11'],Õhtuleht
 178 , Postimees 27.09.07 Postimehe esikaanel avaldatud foto ," Kaebaja hinnangul on fotomontaaþ kunstlik ning sellel puudub seos mistahes reaalse olukorraga, milles kaebaja kunagi olnud on. Lisaks paneb fotomontaaþ kaebaja vägivaldsesse konteksti, mis põhjustab kaebajale kannatusi. ",25.10.07,õigeksmõistev,"ÕIGEKSMÕISTEV: Kuna montaa˛ on piisavalt kunstlik ja varustatud vastavasisulise märkusega, siis keegi seda tõena võtta ei tohiks. Pressinõukogu leiab, et montaa˛ võib olla tekitanud kannatusi kaebajale, sest montaa˛is on Villu Reiljani nägu äratuntav ning montaa˛ ise viitab vägivaldsusele. Samas on visuaalkultuuri areng kiire ning maailmapraktikas levinud ideed pigem toetavad Postimehes avaldatut. ",[],Postimees
 177 , Postimees online 08.06.07 ARKi eksjuht nõuab riigilt kohtuga pooltteist miljonit , Artiklis on valefakte ja tsitaate ning moonutusi. Artiklid on Eero Tilli suhtes laimavad ning tema au ja väärikust solvavad. ,30.08.07,tauniv,"TAUNIV: Postimees online rikkus ajakirjanduseetika koodeksi punkti 1.4, mis kohustab ajakirjandusorganisatsiooni hoolt kandma selle eest, et ei ilmuks ebatäpne info. Pressinõukogu leiab, et parafraseerimisel ja faktide avaldamisel tuleb olla täpne. Antud juhul on väljaanne teinud kohtuotsusest kokkuvõtte tegemisel ja refereerimisel faktivea ning allikat subjektiivselt ja pealiskaudselt parafraseerinud. ",['1.4'],Postimees
 176 , Postimees 03.07.07 Müüdist nimega e-riik ehk kuidas ma nime vahetasin ," Kuna arvamusartikkel sisaldab faktivigu, taotles KMA selgituse avaldamist, kuid leht jättis selle avaldamata. ",30.08.07,õigeksmõistev,"ÕIGEKSMÕISTEV: Kuna tegu on arvamuslooga, mille autor on kõrge riigiametnik, ei olnud Pressinõukogu hinnangul toimetusel põhjust faktides kahelda ja neid kontrollida. Pressinõukogu hinnangul vaidlustab KMA vaid ühe fakti, mis ei leia kinnitust ega ole artikli olulisim osa ning loo ideed ja tegelikkust ei moonuta. ",[],Postimees
 173 , Eesti Päevaleht 09.05.07 Narva kooliõpilased kardavad täna volikogu korraldatud kontserdile minna ," Kaebaja leiab, et artikkel diskrediteerib teda ning sisaldab valeväiteid. ",30.08.07,tauniv,"TAUNIV: Leht rikkus ajakirjanduseetika koodeksi punkti 5.1, mis näeb ette, et kui kellegi kohta avaldatakse süüdistusi, tuleb talle võimaluse korral pakkuda kommentaari võimalust samas numbris. Pressinõukogu hinnangul on uudises tegu kaudse süüdistusega kaebaja aadressil. ",['5.1'],Eesti Päevaleht
 172 , Äripäev 27.02.07 Ärge neid valige! ," Kaebaja ei ole rahul, et leht jättis ta vastulause avaldamata. Samuti leiab kaebaja, et sellise artikliga mõjutas ajaleht valimistulemust. ",07.06.07,õigeksmõistev,"ÕIGEKSMÕISTEV: Leht ei eksinud ajakirjanduseetika koodeksi vastu, sest igal inimesel on õigus oma arvamust avaldada. Kuna kaebaja ei lükanud antud arvamusartiklis ühtegi fakti ümber, siis ei ole alust lehte hukka mõista. Tegu oli arvamusartikliga ning see ei saanudki osapoolte kommentaare sisaldada. Pressinõukogu leiab, et Toomas Alatalu vastuse avaldamata jätmisega ei ole head ajakirjandustava rikutud, sest vastulausega ei parandatud faktivigu või tsitaate. ",[],Äripäev
 171 , Lääne Elu 19.04.07 Kaasiku kohtuasi uuele ringile ," Kaebaja leiab, et artikkel sisaldab tema kohta ebaõigeid faktilisi andmeid ning rikub tema huve ja õigusi. ",07.06.07,õigeksmõistev,"ÕIGEKSMÕISTEV: Leht ei eksinud ajakirjanduseetika koodeksi vastu. Pressinõukogu hinnangul on ajaleht korrektselt käitunud nii uudist kui ka õiendit avaldades. Pressinõukogu on seisukohal, et lehel on õigus avaldada infot kohtuotsuste ja pooleliolevate kaasuste kohta ning reeglina kohtuotsust kajastavale uudisele kommentaare ei küsita. ",[],Lääne Elu
 169 , Eesti Ekspress 05.04.07 Jüri Pihli hirmkallis otsus ," Kaebaja leiab, et artiklis on faktidele mittevastavaid väiteid. Samuti ei ole kaebaja rahul artikli sõnakasutusega. ",10.05.07,õigeksmõistev,"ÕIGEKSMÕISTEV: Leht ei ole rikkunud head ajakirjandustava. Pressinõukogu hinnangul on sõna saanud erinevad osapooled ning kui kaebaja otsustas osadele küsimustele vastamata jätta, siis on see tema valik. Artikli stiili osas Pressinõukogu otsust ei langeta: autoritel ja toimetustel on õigus valida artiklite stiili. ",[],Eesti Ekspress
 167 , Äripäev 06.03.07 Luik pitsitab Ragn-Sellsi , Kaebaja hinnangul edastab artikkel jõustumata kohtuotsusele tuginedes Ragn-Sellsi kohta negatiivset ja süüdistavat infot. ,12.04.07,õigeksmõistev,"ÕIGEKSMÕISTEV: Leht ei eksinud hea ajakirjandustava vastu. Ajakirjandusel on õigus kajastada kohtuotsuseid ning anda seeläbi avalikkusele edasi infot. Pressinõukogu leiab, et Äripäev on käitunud korrektselt, kuna artiklis on kaebaja kommentaar kohtuostsuse edasi kaebamise kohta. ",[],Äripäev
 166 , Eesti Päevaleht 04.01.07 Lapini graafilised lehed kadusid salapäraselt galeristi autost ," Kaebaja hinnangul sisaldab artikkel oletusi, mis uudisesse ei sobi ning ka valefakte. Samuti ei ole kaebaja rahul, et temale artiklis sõna ei antud. ",12.04.07,õigeksmõistev,"ÕIGEKSMÕISTEV: Leht ei rikkunud ajakirjanduseetika koodeksit, sest erinevad osapooled on sõna saanud. Pressinõukogul ei ole põhjust kahelda Eesti Päevalehe väites, et Tiit Rebane käis toimetuses artikli autoriga kohtumas. Pressinõukogu usub, et artiklis on kõik esitatud faktid õiged, kuna kaebaja ei lükka ühtegi fakti ümber ning fakte kinnitavad mitmed allikad, sealhulgas ka kaebaja ise. Repliigi kohta leiab Pressinõukogu, et see ei ole laimava sisuga ning tugineb artiklile. ",[],Eesti Päevaleht
 165 ," Eesti Ekspress 08.02.07 ÄRA LOE! ""Aastaraamat Kes? MIs? Kus? 2007"" "," Kaebaja leiab, et arvamuslugu sisaldab valefakte ning solvanguid. ",10.05.07,õigeksmõistev,"ÕIGEKSMÕISTEV: Igal lehel õigus arvamusvabadusele. Antud artikkel näitab loo kirjutaja hinnanguid, millega lugeja võib nõustuda või mitte. Pressinõukogu lähtub oma töös ajakirjanduseetika koodeksist. Pressinõukogu hinnangul ei ole Eesti Ekspress rikkunud ajakirjanduseetika koodeksit. Pressinõukogu möönab, et kaebuses esile toodud väljendid võivad olla tõlgendatavad solvavatena ja sellisena riivata või rikkuda isiku õigusi, kuid Pressinõukogu ei saa võtta enda kanda kohtu funktsioone, väljuda oma pädevuse raamidest ja eetikakoodeksi sätetest. ",[],Eesti Ekspress
 164 , Postimees 21.02.07 Riigikogu valimised. Ringkonnad ," Kaebaja hinnangul on lugejatele esitatud erakondade nimekirjad eksitavalt, sest ära on toodud kuue erakonna nimekirjad ja ülejäänud erakondade nimekirju avaldatud ei ole. ",10.05.07,õigeksmõistev,"ÕIGEKSMÕISTEV: Leht ei ole rikkunud ajakirjanduseetika koodeksit. Pressinõukogu hinnangul on ajakirjandusel õigus valida, milliseid erakondi tutvustada ja milliseid mitte. Samas juhib Pressinõukogu tähelepanu sellele, et selguse huvides oleks võinud leheküljel olla selgitus, mille alusel Postimees oma valiku tegi. ",[],Postimees
 163 , MK-Estonia 03.10.06 Aibolit-eksperimentaator ," Artikkel sisaldab süüdistusi ja valefakte kaebaja kohta. Kaebaja ei ole rahul ka, et toimetus ei avaldanud tema vastulauset. ",12.04.07,õigeksmõistev,"ÕIGEKSMÕISTEV: Artiklis esitatud väited on pärit allikate suust ning süüdistuste ümber lükkamiseks pakuti ka Andrei Sokolovile sõna. Kaebaja keeldumine kommentaarist on artikli lõpus välja toodud. Pressinõukogu hinnangul on toimetuse otsustada, millisel kujul ja kui suures mahus vastulause avaldada. Kuna leht avaldas Andrei Sokolovi õienduse kohe järgmises numbris, ei ole toimetusele midagi ette heita. ",[],MK-Estonia
 161 , Eesti Päevaleht 01.02.07 Reps nõuab trahviga ähvardades haridusministeeriumi ülistamist ," Artikkel sisaldab kaebaja hinnangul ebatäpset ja eksitavat infot ning artiklis on segamini uudised, arvamused ja olemused. Kaebaja leiab, et artikkel kahjustab ministeeriumi ja haridusminister Mailis Repsi mainet. ",15.03.07,tauniv,"TAUNIV: Leht rikkus eetikakoodeksi punkti 4.1, mis näeb ette, et uudismaterjal põhinegu tõestataval ja tõenditega tagatud faktilisel informatsioonil. Pressinõukogu hinnangul on Eesti Päevaleht teinud artiklis kaks faktiviga: lepingud ei ole Mailis Repsi isiklik initsiatiiv ning Misso valla leppetrahvi piirmäär on 2, mitte 5 nagu kirjas artiklis. Mõlemad faktivead lükkab haridusministeerium oma kaebuses ümber. ",['4.1'],Eesti Päevaleht
 160 , Äripäev 22.01.07 Tarmo Noot nõuab Hillar Tederilt 11 mln ," Kaebaja leiab, et artikkel sisaldab valefakte, on ühepoolne ning kahjustab tema mainet. ",15.03.07,õigeksmõistev,"ÕIGEKSMÕISTEV: Äripäev ei ole eksinud ajakirjanduseetika koodeksi vastu. Pressinõukogu hinnangul on artiklist näha, et Äripäeva ajakirjanik üritas Tarmo Noodiga ühendust saada. Samas leiab Pressinõukogu, et ajakirjanik peaks hoiduma uudisartiklis hinnangutest neid samas artiklis põhjendamata. ",[],Äripäev
 159 , Vesti Nedeli Den za Dnjom 15.12.06 Konflikt õigeusu kirikus ," Kaebaja leiab, et artikkel sisaldab eksitavat infot, valefakte ning rikub tema eraelu puutumatust. ",01.02.07,õigeksmõistev,"ÕIGEKSMÕISTEV: Kaebaja nimi on avaldatud seoses kahe kirjaliku dokumendiga ning kaebaja kohta ei ole artiklis esitatud kriitikat ega teda tahetud solvata. Pressinõukogu leiab, et mittetulundusühingus toimuv peab olema avalikkuse veelgi suurema avalikkuse tähelepanu all kui riigisektor või erasektor ning koguduse liikmetel on vaja teada, mis kirikus toimub ning kes on konflikti osapooled. ",[],Den za Dnjom
 158 , Vesti Nedeli Den za Dnjom 15.12.06 Konflikt õigeusu kirikus ," Kaebaja meelest sisaldab artikkel valeinfot ning põhjustab talle seeläbi kannatusi. Kaebaja ei ole rahul, et ajakirjanik ei pidanud kinni kokkuleppest jätta ta nimi avalikustamata. ",01.02.07,tauniv,"TAUNIV: Leht rikkus eetikakoodeksi punkti 4.9., mis näeb ette, et inimese eraelu puutumatust rikkuvaid materjale avaldatakse vaid juhul, kui avalikkuse huvid kaaluvad üles inimese õiguse privaatsusele. Pressinõukogu hinnangul ei ole isaduse küsimus artikli seisukohast oluline. Pressinõukogu leiab samuti, et lapse toomine artiklisse rikub lapse eraelulist puutumatust. ",['4.9'],Den za Dnjom
 157 ," Põhjarannik 09.11.06 ""Palun vabandust... Aga tõesti on naljakas!"" ", Kaebajale tekitas tema autost luba küsimata tehtud foto avaldamine otsest materiaalset kahju. ,14.12.06,õigeksmõistev,"ÕIGEKSMÕISTEV: Fotode tegemiseks polnud vaja luba küsida, kuna tegemist oli suure maantee ääres juhtunuga, kust sõitsid mööda sajad autod ning avariis kannatanuid ei olnud. Pressinõukogu hinnangul on avalikkusel vaja teada saada ausat ja mitmekülgset infot. Fotol olnud autonumber küll avalikkust ei huvitanud, kuid tänu fotodele sai eeldatav autoostja infot, mida ilmselt sooviti varjata. ",[],Põhjarannik
 156 , Narvskaja Gazeta 21.10.06 Narva Bussiveod: viis aastat väljaspool seadust ," Kaebaja meelest on pealkiri eksitav ning sellest jääb lugejale muljet, et AS Narva Bussiveod tegevus on väljaspool seadust. ",14.12.06,õigeksmõistev,"ÕIGEKSMÕISTEV: Pressinõukogu hinnangul on artiklis juttu pigem Narva linnavõimude tegemata tööst, mitte Narva Bussivedude tegevusest. Artiklis on sõna saanud erinevad osapooled ning kriitika ja selle vastuväited on tasakaalus. Artikli pealkiri ei ole eksitav, vaid võtab kokku artikli sisu. ",[],Narvskaja Gazeta
 155 , Sl Õhtuleht 09.09.06 Miks peaksin elupäästja hülgama ," Kaebaja leiab, et artikkel on solvav ning sisaldab valeinfot. ",14.12.06,õigeksmõistev,"ÕIGEKSMÕISTEV: Pressinõukogul ei ole alust kahtlustada ajakirjanikku valetsitaatide esitamises. Samuti ei leia Pressinõukogu artiklist valefakte, millele oma kaebuses juhib tähelepanu Heili Talts. ",[],Õhtuleht
 154 , Järva Teataja 30.09.06 Kaklejad said lasteaias sildid kaela , Kaebaja meelest sisaldab artikkel tõendamata fakte ning kõigi süüdistuste kommenteerimiseks talle sõna ei antud. Samuti ei saanud kaebaja võimalust vastulauseks samas lehenumbris. ,08.11.06,tauniv,"TAUNIV: Leht rikkus eetikakoodeksi punkti 3.5, mille järgi peab toimetus eelkõige kriitilise materjali puhul kontrollima info tõesust ja allikate usaldusväärsust. PN hinnangul on tegu murettekitava materjaliga, mis toetub anonüümsete allikate subjektiivsetele väidetele ning milles esitatud fakte ei ole põhjalikult analüüsitud. Pressinõukogu leiab, et ajakirjanik oleks pidanud avaldatud faktidele saama kinnitust mitmest eri allikast ning seejuures ka allikad avaldama. Samuti leiab Pressinõukogu, et lasteaia juhataja Marju Võsu on küll artiklis sõna saanud, kuid tema kommentaar oleks pidanud puudutama eraldi igat süüdistust. Praegusel kujul jätab artikkel mulje, et Marju Võsu pole saanud võimalust igat süüdistust eraldi kommenteerida. ",['3.5'],Järva Teataja
 150 , Äripäev 07.09.06 Ilona Saari asub Preatoni vastu tunnistama videotehnika abil , Kaebaja peab artiklis avaldatud fakte valeks ja eksitavaks. ,04.10.06,õigeksmõistev,"ÕIGEKSMÕISTEV: Leht ei ole rikkunud head ajakirjandustava. Artiklis avaldatud faktid tuginevad allikatele, kelle väidetes puudub alus kahelda. Äripäeva kinnitusel pärineb väide, et Ilona Saari hoiab kohtust kõrvale, prokuratuuri andmetel. ",[],Äripäev
 148 , Postimees 17.08.06 Palgamõrvar südamesõbranna tapmiseks? ," Kaebajad pole rahul nimede avaldamisega lehes ning leiavad, et artikkel on tekitanud neile seetõttu põhjendamatuid kannatusi. ",04.10.06,õigeksmõistev,"ÕIGEKSMÕISTEV: Täisnimede avaldamine ei saanud kuidagi tekitada põhjendamatuid kannatusi, sest mehed olid avalikul kohtuistungil tunnistaja rollis ning hoidsid ära mõrva. Antud artiklis avaldatut oli vaja avalikkusel teada, samuti olid avalikkuse jaoks olulised protsessis osalejate nimed. Pressinõukogu märgib, et tegu oli avaliku kohtuistungiga, mida kaebajad isegi tunnistavad. ",[],Postimees
